Sequence	length	Acc	Organism
CM058070.1:205616041-205616937_2	187	CM058070.1	Topomyia_yanbarensis
CM058070.1:232063816-232064712_1	299	CM058070.1	Topomyia_yanbarensis
CM058070.1:254709761-254710657_1	242	CM058070.1	Topomyia_yanbarensis
CM058069.1:290333667-290334561_1	148	CM058069.1	Topomyia_yanbarensis
CM058068.1:124172275-124173168_1	91	CM058068.1	Topomyia_yanbarensis
CM058068.1:124172275-124173168_2	99	CM058068.1	Topomyia_yanbarensis
CM058069.1:245387398-245388291_1	261	CM058069.1	Topomyia_yanbarensis
CM058069.1:245387398-245388291_2	20	CM058069.1	Topomyia_yanbarensis
CM058070.1:184614268-184615161_1	103	CM058070.1	Topomyia_yanbarensis
CM058070.1:184614268-184615161_2	92	CM058070.1	Topomyia_yanbarensis
CM058070.1:206114097-206114990_1	298	CM058070.1	Topomyia_yanbarensis
CM058070.1:10500406-10501296_1	297	CM058070.1	Topomyia_yanbarensis
CM058068.1:46995215-46996102_1	296	CM058068.1	Topomyia_yanbarensis
CM058070.1:152551249-152552136_1	209	CM058070.1	Topomyia_yanbarensis
CM058070.1:152551249-152552136_2	76	CM058070.1	Topomyia_yanbarensis
CM058069.1:230066190-230067075_1	140	CM058069.1	Topomyia_yanbarensis
CM058069.1:230066190-230067075_2	104	CM058069.1	Topomyia_yanbarensis
CM058068.1:102032782-102033666_1	295	CM058068.1	Topomyia_yanbarensis
CM058068.1:73820549-73821433_1	295	CM058068.1	Topomyia_yanbarensis
CM058069.1:222235479-222236363_1	62	CM058069.1	Topomyia_yanbarensis
CM058069.1:222235479-222236363_2	232	CM058069.1	Topomyia_yanbarensis
CM058070.1:234561142-234562026_1	295	CM058070.1	Topomyia_yanbarensis
CM058069.1:417331875-417332758_1	114	CM058069.1	Topomyia_yanbarensis
CM058069.1:417331875-417332758_2	163	CM058069.1	Topomyia_yanbarensis
CM058069.1:367932059-367932941_1	133	CM058069.1	Topomyia_yanbarensis
CM058069.1:367932059-367932941_2	78	CM058069.1	Topomyia_yanbarensis
CM058069.1:40530272-40531153_1	294	CM058069.1	Topomyia_yanbarensis
CM058069.1:56175562-56176443_1	294	CM058069.1	Topomyia_yanbarensis
CM058070.1:244663243-244664124_1	294	CM058070.1	Topomyia_yanbarensis
CM058068.1:87541677-87542556_1	94	CM058068.1	Topomyia_yanbarensis
CM058068.1:87541677-87542556_2	194	CM058068.1	Topomyia_yanbarensis
CM058068.1:106489657-106490535_1	293	CM058068.1	Topomyia_yanbarensis
CM058069.1:207311816-207312694_1	293	CM058069.1	Topomyia_yanbarensis
CM058069.1:266926881-266927759_1	202	CM058069.1	Topomyia_yanbarensis
CM058069.1:266926881-266927759_2	85	CM058069.1	Topomyia_yanbarensis
CM058070.1:217471057-217471935_1	293	CM058070.1	Topomyia_yanbarensis
CM058068.1:94841378-94842254_1	62	CM058068.1	Topomyia_yanbarensis
CM058068.1:94841378-94842254_2	89	CM058068.1	Topomyia_yanbarensis
CM058068.1:94841378-94842254_3	149	CM058068.1	Topomyia_yanbarensis
CM058069.1:277131823-277132698_1	292	CM058069.1	Topomyia_yanbarensis
CM058069.1:359832450-359833325_1	192	CM058069.1	Topomyia_yanbarensis
CM058069.1:359832450-359833325_2	82	CM058069.1	Topomyia_yanbarensis
CM058069.1:374768535-374769407_1	291	CM058069.1	Topomyia_yanbarensis
CM058070.1:164023444-164024316_1	291	CM058070.1	Topomyia_yanbarensis
CM058070.1:224510794-224511666_1	291	CM058070.1	Topomyia_yanbarensis
CM058070.1:234806911-234807783_1	291	CM058070.1	Topomyia_yanbarensis
CM058068.1:116267978-116268847_1	290	CM058068.1	Topomyia_yanbarensis
CM058068.1:120589180-120590049_1	290	CM058068.1	Topomyia_yanbarensis
CM058069.1:226419686-226420555_1	290	CM058069.1	Topomyia_yanbarensis
CM058069.1:382895696-382896565_1	290	CM058069.1	Topomyia_yanbarensis
CM058070.1:17754151-17755020_1	290	CM058070.1	Topomyia_yanbarensis
CM058070.1:214344433-214345302_1	290	CM058070.1	Topomyia_yanbarensis
CM058068.1:89020260-89021128_1	82	CM058068.1	Topomyia_yanbarensis
CM058068.1:89020260-89021128_2	48	CM058068.1	Topomyia_yanbarensis
CM058069.1:215708047-215708913_1	289	CM058069.1	Topomyia_yanbarensis
CM058069.1:271160525-271161391_1	141	CM058069.1	Topomyia_yanbarensis
CM058069.1:271160525-271161391_2	91	CM058069.1	Topomyia_yanbarensis
CM058069.1:325960146-325961012_1	289	CM058069.1	Topomyia_yanbarensis
CM058068.1:116932472-116933337_1	173	CM058068.1	Topomyia_yanbarensis
CM058069.1:245666666-245667529_1	33	CM058069.1	Topomyia_yanbarensis
CM058069.1:245666666-245667529_2	148	CM058069.1	Topomyia_yanbarensis
CM058070.1:238155545-238156407_1	198	CM058070.1	Topomyia_yanbarensis
CM058070.1:238155545-238156407_2	88	CM058070.1	Topomyia_yanbarensis
CM058068.1:109113245-109114105_1	127	CM058068.1	Topomyia_yanbarensis
CM058068.1:109113245-109114105_2	160	CM058068.1	Topomyia_yanbarensis
CM058068.1:113267645-113268505_1	287	CM058068.1	Topomyia_yanbarensis
CM058068.1:94904800-94905660_1	195	CM058068.1	Topomyia_yanbarensis
CM058070.1:188542202-188543062_1	287	CM058070.1	Topomyia_yanbarensis
CM058070.1:190435953-190436813_1	287	CM058070.1	Topomyia_yanbarensis
CM058070.1:199564378-199565238_1	287	CM058070.1	Topomyia_yanbarensis
CM058070.1:241320593-241321453_1	287	CM058070.1	Topomyia_yanbarensis
CM058068.1:113697302-113698159_1	286	CM058068.1	Topomyia_yanbarensis
CM058068.1:121354426-121355283_1	286	CM058068.1	Topomyia_yanbarensis
CM058068.1:73016067-73016924_1	246	CM058068.1	Topomyia_yanbarensis
CM058069.1:267665566-267666423_1	286	CM058069.1	Topomyia_yanbarensis
CM058070.1:187335005-187335862_1	286	CM058070.1	Topomyia_yanbarensis
CM058070.1:26087327-26088184_1	286	CM058070.1	Topomyia_yanbarensis
CM058070.1:65227395-65228252_1	286	CM058070.1	Topomyia_yanbarensis
CM058069.1:294075468-294076322_1	130	CM058069.1	Topomyia_yanbarensis
CM058069.1:294075468-294076322_2	100	CM058069.1	Topomyia_yanbarensis
CM058069.1:460806741-460807595_1	285	CM058069.1	Topomyia_yanbarensis
CM058070.1:208719477-208720331_1	285	CM058070.1	Topomyia_yanbarensis
CM058070.1:238393639-238394493_1	285	CM058070.1	Topomyia_yanbarensis
CM058069.1:467619016-467619869_1	67	CM058069.1	Topomyia_yanbarensis
CM058069.1:467619016-467619869_2	71	CM058069.1	Topomyia_yanbarensis
CM058069.1:188970408-188971259_1	284	CM058069.1	Topomyia_yanbarensis
CM058069.1:259081196-259082047_1	114	CM058069.1	Topomyia_yanbarensis
CM058069.1:259081196-259082047_2	57	CM058069.1	Topomyia_yanbarensis
CM058068.1:117524913-117525761_1	283	CM058068.1	Topomyia_yanbarensis
CM058068.1:131702460-131703308_1	283	CM058068.1	Topomyia_yanbarensis
CM058069.1:216185514-216186362_1	283	CM058069.1	Topomyia_yanbarensis
CM058069.1:270855840-270856688_1	283	CM058069.1	Topomyia_yanbarensis
CM058070.1:179595390-179596238_1	232	CM058070.1	Topomyia_yanbarensis
CM058070.1:179595390-179596238_2	44	CM058070.1	Topomyia_yanbarensis
CM058068.1:111188374-111189221_1	182	CM058068.1	Topomyia_yanbarensis
CM058068.1:111188374-111189221_2	115	CM058068.1	Topomyia_yanbarensis
CM058068.1:119137630-119138475_1	282	CM058068.1	Topomyia_yanbarensis
CM058069.1:49997624-49998469_1	114	CM058069.1	Topomyia_yanbarensis
CM058069.1:49997624-49998469_2	95	CM058069.1	Topomyia_yanbarensis
CM058070.1:216372110-216372955_1	167	CM058070.1	Topomyia_yanbarensis
CM058070.1:216372110-216372955_2	72	CM058070.1	Topomyia_yanbarensis
CM058070.1:216428240-216429085_1	167	CM058070.1	Topomyia_yanbarensis
CM058070.1:216428240-216429085_2	72	CM058070.1	Topomyia_yanbarensis
CM058070.1:244796595-244797440_1	23	CM058070.1	Topomyia_yanbarensis
CM058070.1:244796595-244797440_2	152	CM058070.1	Topomyia_yanbarensis
CM058070.1:113791354-113792198_1	94	CM058070.1	Topomyia_yanbarensis
CM058070.1:113791354-113792198_2	32	CM058070.1	Topomyia_yanbarensis
CM058070.1:220093980-220094824_1	117	CM058070.1	Topomyia_yanbarensis
CM058070.1:220093980-220094824_2	147	CM058070.1	Topomyia_yanbarensis
CM058068.1:51456474-51457315_1	138	CM058068.1	Topomyia_yanbarensis
CM058069.1:352434888-352435729_1	79	CM058069.1	Topomyia_yanbarensis
CM058070.1:241533227-241534066_1	280	CM058070.1	Topomyia_yanbarensis
CM058070.1:268149477-268150316_1	53	CM058070.1	Topomyia_yanbarensis
CM058070.1:268149477-268150316_2	105	CM058070.1	Topomyia_yanbarensis
CM058068.1:122720462-122721298_1	279	CM058068.1	Topomyia_yanbarensis
CM058069.1:243661231-243662066_1	80	CM058069.1	Topomyia_yanbarensis
CM058069.1:243661231-243662066_2	198	CM058069.1	Topomyia_yanbarensis
CM058068.1:113699374-113700207_1	278	CM058068.1	Topomyia_yanbarensis
CM058069.1:265848290-265849123_1	278	CM058069.1	Topomyia_yanbarensis
CM058069.1:293586168-293587001_1	278	CM058069.1	Topomyia_yanbarensis
CM058069.1:293589981-293590814_1	278	CM058069.1	Topomyia_yanbarensis
CM058069.1:293593059-293593892_1	278	CM058069.1	Topomyia_yanbarensis
CM058070.1:237724802-237725635_1	278	CM058070.1	Topomyia_yanbarensis
CM058069.1:242556942-242557772_1	277	CM058069.1	Topomyia_yanbarensis
CM058068.1:77531633-77532460_1	276	CM058068.1	Topomyia_yanbarensis
CM058069.1:16434268-16435095_1	276	CM058069.1	Topomyia_yanbarensis
CM058069.1:225224183-225225010_1	276	CM058069.1	Topomyia_yanbarensis
CM058069.1:260818821-260819648_1	273	CM058069.1	Topomyia_yanbarensis
CM058069.1:246964879-246965705_1	44	CM058069.1	Topomyia_yanbarensis
CM058068.1:130486824-130487648_1	275	CM058068.1	Topomyia_yanbarensis
CM058068.1:45185891-45186715_1	272	CM058068.1	Topomyia_yanbarensis
CM058069.1:274269536-274270360_1	114	CM058069.1	Topomyia_yanbarensis
CM058069.1:274269536-274270360_2	78	CM058069.1	Topomyia_yanbarensis
CM058069.1:8571291-8572115_1	275	CM058069.1	Topomyia_yanbarensis
CM058070.1:189447404-189448228_1	242	CM058070.1	Topomyia_yanbarensis
CM058070.1:285851378-285852202_1	275	CM058070.1	Topomyia_yanbarensis
JASDBJ010000335.1:36203-37027_1	242	JASDBJ010000335.1	Topomyia_yanbarensis
CM058069.1:2938135-2938958_1	74	CM058069.1	Topomyia_yanbarensis
CM058069.1:2938135-2938958_2	75	CM058069.1	Topomyia_yanbarensis
CM058069.1:231104403-231105224_1	129	CM058069.1	Topomyia_yanbarensis
CM058069.1:231104403-231105224_2	61	CM058069.1	Topomyia_yanbarensis
CM058069.1:231104403-231105224_3	65	CM058069.1	Topomyia_yanbarensis
CM058069.1:241815823-241816644_1	274	CM058069.1	Topomyia_yanbarensis
CM058069.1:254554790-254555611_1	185	CM058069.1	Topomyia_yanbarensis
CM058069.1:254554790-254555611_2	82	CM058069.1	Topomyia_yanbarensis
CM058070.1:195173354-195174175_1	274	CM058070.1	Topomyia_yanbarensis
CM058068.1:79813365-79814185_1	201	CM058068.1	Topomyia_yanbarensis
CM058068.1:61593003-61593821_1	176	CM058068.1	Topomyia_yanbarensis
CM058068.1:61593003-61593821_2	59	CM058068.1	Topomyia_yanbarensis
CM058069.1:213211440-213212258_1	167	CM058069.1	Topomyia_yanbarensis
CM058069.1:213211440-213212258_2	85	CM058069.1	Topomyia_yanbarensis
CM058068.1:91289848-91290665_1	182	CM058068.1	Topomyia_yanbarensis
CM058068.1:91289848-91290665_2	53	CM058068.1	Topomyia_yanbarensis
JASDBJ010000021.1:210044-210861_1	182	JASDBJ010000021.1	Topomyia_yanbarensis
JASDBJ010000021.1:210044-210861_2	53	JASDBJ010000021.1	Topomyia_yanbarensis
CM058069.1:291150200-291151016_1	60	CM058069.1	Topomyia_yanbarensis
CM058069.1:291150200-291151016_2	224	CM058069.1	Topomyia_yanbarensis
CM058070.1:207740708-207741523_1	256	CM058070.1	Topomyia_yanbarensis
CM058070.1:216557610-216558425_1	113	CM058070.1	Topomyia_yanbarensis
CM058070.1:216557610-216558425_2	150	CM058070.1	Topomyia_yanbarensis
CM058068.1:130053536-130054348_1	182	CM058068.1	Topomyia_yanbarensis
CM058068.1:130053536-130054348_2	80	CM058068.1	Topomyia_yanbarensis
CM058068.1:134942268-134943080_1	264	CM058068.1	Topomyia_yanbarensis
CM058068.1:80842343-80843155_1	130	CM058068.1	Topomyia_yanbarensis
CM058068.1:80842343-80843155_2	108	CM058068.1	Topomyia_yanbarensis
CM058069.1:282895912-282896724_1	271	CM058069.1	Topomyia_yanbarensis
CM058070.1:213774344-213775156_1	81	CM058070.1	Topomyia_yanbarensis
CM058070.1:213774344-213775156_2	172	CM058070.1	Topomyia_yanbarensis
CM058070.1:349277495-349278307_1	104	CM058070.1	Topomyia_yanbarensis
CM058070.1:349277495-349278307_2	127	CM058070.1	Topomyia_yanbarensis
CM058070.1:228276913-228277722_1	270	CM058070.1	Topomyia_yanbarensis
CM058069.1:397555893-397556700_1	211	CM058069.1	Topomyia_yanbarensis
CM058069.1:463797703-463798509_1	62	CM058069.1	Topomyia_yanbarensis
CM058069.1:463797703-463798509_2	155	CM058069.1	Topomyia_yanbarensis
CM058069.1:5153095-5153901_1	269	CM058069.1	Topomyia_yanbarensis
CM058069.1:374827168-374827973_1	77	CM058069.1	Topomyia_yanbarensis
CM058069.1:374827168-374827973_2	116	CM058069.1	Topomyia_yanbarensis
CM058068.1:122447439-122448242_1	268	CM058068.1	Topomyia_yanbarensis
CM058068.1:137633678-137634481_1	238	CM058068.1	Topomyia_yanbarensis
CM058069.1:286817460-286818263_1	268	CM058069.1	Topomyia_yanbarensis
CM058070.1:218801964-218802767_1	268	CM058070.1	Topomyia_yanbarensis
CM058070.1:240074322-240075125_1	268	CM058070.1	Topomyia_yanbarensis
CM058070.1:33323729-33324532_1	268	CM058070.1	Topomyia_yanbarensis
CM058070.1:299237136-299237938_1	39	CM058070.1	Topomyia_yanbarensis
CM058070.1:299237136-299237938_2	106	CM058070.1	Topomyia_yanbarensis
CM058070.1:198582102-198582903_1	72	CM058070.1	Topomyia_yanbarensis
CM058070.1:198582102-198582903_2	74	CM058070.1	Topomyia_yanbarensis
CM058069.1:174555729-174556529_1	83	CM058069.1	Topomyia_yanbarensis
CM058069.1:174555729-174556529_2	171	CM058069.1	Topomyia_yanbarensis
CM058069.1:206933851-206934651_1	267	CM058069.1	Topomyia_yanbarensis
CM058070.1:183031832-183032632_1	193	CM058070.1	Topomyia_yanbarensis
CM058070.1:183031832-183032632_2	58	CM058070.1	Topomyia_yanbarensis
CM058070.1:194966383-194967183_1	70	CM058070.1	Topomyia_yanbarensis
CM058070.1:194966383-194967183_2	75	CM058070.1	Topomyia_yanbarensis
CM058069.1:146743073-146743870_1	266	CM058069.1	Topomyia_yanbarensis
CM058069.1:224255643-224256440_1	24	CM058069.1	Topomyia_yanbarensis
CM058069.1:224255643-224256440_2	53	CM058069.1	Topomyia_yanbarensis
CM058069.1:224255643-224256440_3	122	CM058069.1	Topomyia_yanbarensis
CM058069.1:280010343-280011140_1	266	CM058069.1	Topomyia_yanbarensis
CM058069.1:294434023-294434820_1	187	CM058069.1	Topomyia_yanbarensis
CM058069.1:294434023-294434820_2	74	CM058069.1	Topomyia_yanbarensis
CM058070.1:214545768-214546565_1	266	CM058070.1	Topomyia_yanbarensis
CM058069.1:316771968-316772762_1	265	CM058069.1	Topomyia_yanbarensis
CM058068.1:70564923-70565714_1	105	CM058068.1	Topomyia_yanbarensis
CM058068.1:70564923-70565714_2	125	CM058068.1	Topomyia_yanbarensis
CM058069.1:263556452-263557243_1	264	CM058069.1	Topomyia_yanbarensis
CM058070.1:178885828-178886619_1	264	CM058070.1	Topomyia_yanbarensis
CM058070.1:226693993-226694782_1	83	CM058070.1	Topomyia_yanbarensis
CM058070.1:226693993-226694782_2	131	CM058070.1	Topomyia_yanbarensis
CM058068.1:125741695-125742483_1	263	CM058068.1	Topomyia_yanbarensis
CM058068.1:184086557-184087345_1	263	CM058068.1	Topomyia_yanbarensis
CM058069.1:242059654-242060442_1	263	CM058069.1	Topomyia_yanbarensis
CM058069.1:255965297-255966085_1	263	CM058069.1	Topomyia_yanbarensis
CM058069.1:294357652-294358440_1	263	CM058069.1	Topomyia_yanbarensis
CM058070.1:231411309-231412097_1	263	CM058070.1	Topomyia_yanbarensis
CM058070.1:303394059-303394847_1	263	CM058070.1	Topomyia_yanbarensis
CM058070.1:303403961-303404749_1	263	CM058070.1	Topomyia_yanbarensis
CM058070.1:55456559-55457347_1	263	CM058070.1	Topomyia_yanbarensis
JASDBJ010000011.1:128545-129333_1	111	JASDBJ010000011.1	Topomyia_yanbarensis
JASDBJ010000011.1:128545-129333_2	145	JASDBJ010000011.1	Topomyia_yanbarensis
JASDBJ010000033.1:108026-108814_1	111	JASDBJ010000033.1	Topomyia_yanbarensis
JASDBJ010000033.1:108026-108814_2	145	JASDBJ010000033.1	Topomyia_yanbarensis
CM058070.1:353334517-353335302_1	262	CM058070.1	Topomyia_yanbarensis
CM058069.1:256367821-256368603_1	57	CM058069.1	Topomyia_yanbarensis
CM058069.1:256367821-256368603_2	113	CM058069.1	Topomyia_yanbarensis
CM058069.1:442981662-442982444_1	261	CM058069.1	Topomyia_yanbarensis
CM058070.1:204509045-204509827_1	261	CM058070.1	Topomyia_yanbarensis
CM058070.1:221839531-221840313_1	261	CM058070.1	Topomyia_yanbarensis
CM058070.1:240475551-240476333_1	261	CM058070.1	Topomyia_yanbarensis
CM058069.1:273119222-273120001_1	185	CM058069.1	Topomyia_yanbarensis
CM058069.1:273119222-273120001_2	66	CM058069.1	Topomyia_yanbarensis
CM058069.1:273479089-273479868_1	260	CM058069.1	Topomyia_yanbarensis
CM058069.1:278847596-278848375_1	95	CM058069.1	Topomyia_yanbarensis
CM058069.1:278847596-278848375_2	152	CM058069.1	Topomyia_yanbarensis
CM058069.1:264313417-264314193_1	259	CM058069.1	Topomyia_yanbarensis
CM058069.1:342652343-342653119_1	259	CM058069.1	Topomyia_yanbarensis
CM058069.1:430239658-430240434_1	259	CM058069.1	Topomyia_yanbarensis
CM058070.1:239607891-239608666_1	80	CM058070.1	Topomyia_yanbarensis
CM058070.1:239607891-239608666_2	153	CM058070.1	Topomyia_yanbarensis
JASDBJ010000056.1:116588-117363_1	38	JASDBJ010000056.1	Topomyia_yanbarensis
JASDBJ010000056.1:116588-117363_2	162	JASDBJ010000056.1	Topomyia_yanbarensis
JASDBJ010000072.1:96149-96924_1	38	JASDBJ010000072.1	Topomyia_yanbarensis
JASDBJ010000072.1:96149-96924_2	162	JASDBJ010000072.1	Topomyia_yanbarensis
CM058069.1:220446079-220446853_1	84	CM058069.1	Topomyia_yanbarensis
CM058068.1:122381848-122382621_1	176	CM058068.1	Topomyia_yanbarensis
CM058068.1:160296158-160296931_1	236	CM058068.1	Topomyia_yanbarensis
CM058069.1:231342163-231342936_1	258	CM058069.1	Topomyia_yanbarensis
CM058069.1:293065011-293065784_1	36	CM058069.1	Topomyia_yanbarensis
CM058069.1:342999643-343000416_1	258	CM058069.1	Topomyia_yanbarensis
CM058069.1:230508708-230509478_1	115	CM058069.1	Topomyia_yanbarensis
CM058070.1:179085076-179085846_1	257	CM058070.1	Topomyia_yanbarensis
CM058070.1:207584117-207584887_1	166	CM058070.1	Topomyia_yanbarensis
CM058070.1:207584117-207584887_2	35	CM058070.1	Topomyia_yanbarensis
CM058070.1:219347323-219348093_1	226	CM058070.1	Topomyia_yanbarensis
CM058070.1:242898066-242898836_1	257	CM058070.1	Topomyia_yanbarensis
CM058069.1:5377964-5378732_1	195	CM058069.1	Topomyia_yanbarensis
CM058068.1:4237867-4238634_1	256	CM058068.1	Topomyia_yanbarensis
CM058068.1:46458140-46458907_1	256	CM058068.1	Topomyia_yanbarensis
CM058068.1:82304451-82305218_1	256	CM058068.1	Topomyia_yanbarensis
CM058069.1:15704955-15705722_1	77	CM058069.1	Topomyia_yanbarensis
CM058069.1:15704955-15705722_2	177	CM058069.1	Topomyia_yanbarensis
CM058069.1:260916627-260917394_1	48	CM058069.1	Topomyia_yanbarensis
CM058069.1:260916627-260917394_2	225	CM058069.1	Topomyia_yanbarensis
CM058069.1:278387729-278388496_1	256	CM058069.1	Topomyia_yanbarensis
CM058069.1:279535758-279536525_1	256	CM058069.1	Topomyia_yanbarensis
CM058069.1:279553133-279553900_1	256	CM058069.1	Topomyia_yanbarensis
CM058070.1:192534396-192535163_1	182	CM058070.1	Topomyia_yanbarensis
CM058070.1:275468354-275469121_1	256	CM058070.1	Topomyia_yanbarensis
CM058069.1:228032853-228033617_1	255	CM058069.1	Topomyia_yanbarensis
CM058069.1:258410741-258411505_1	82	CM058069.1	Topomyia_yanbarensis
CM058069.1:258410741-258411505_2	123	CM058069.1	Topomyia_yanbarensis
CM058069.1:258437396-258438160_1	123	CM058069.1	Topomyia_yanbarensis
CM058069.1:258437396-258438160_2	82	CM058069.1	Topomyia_yanbarensis
CM058070.1:183579871-183580634_1	91	CM058070.1	Topomyia_yanbarensis
CM058070.1:183579871-183580634_2	140	CM058070.1	Topomyia_yanbarensis
CM058070.1:184067696-184068459_1	91	CM058070.1	Topomyia_yanbarensis
CM058070.1:184067696-184068459_2	140	CM058070.1	Topomyia_yanbarensis
CM058068.1:81855301-81856062_1	254	CM058068.1	Topomyia_yanbarensis
CM058069.1:235590961-235591722_1	254	CM058069.1	Topomyia_yanbarensis
CM058069.1:267021496-267022257_1	254	CM058069.1	Topomyia_yanbarensis
CM058070.1:226492221-226492982_1	254	CM058070.1	Topomyia_yanbarensis
CM058070.1:383201201-383201962_1	254	CM058070.1	Topomyia_yanbarensis
CM058069.1:291960604-291961363_1	219	CM058069.1	Topomyia_yanbarensis
CM058069.1:291960604-291961363_2	34	CM058069.1	Topomyia_yanbarensis
CM058068.1:14105694-14106452_1	113	CM058068.1	Topomyia_yanbarensis
CM058070.1:417610103-417610861_1	253	CM058070.1	Topomyia_yanbarensis
JASDBJ010000479.1:20534-21292_1	62	JASDBJ010000479.1	Topomyia_yanbarensis
JASDBJ010000479.1:20534-21292_2	172	JASDBJ010000479.1	Topomyia_yanbarensis
CM058069.1:43681590-43682346_1	79	CM058069.1	Topomyia_yanbarensis
CM058068.1:118956474-118957229_1	96	CM058068.1	Topomyia_yanbarensis
CM058068.1:118956474-118957229_2	87	CM058068.1	Topomyia_yanbarensis
CM058069.1:255718316-255719071_1	220	CM058069.1	Topomyia_yanbarensis
CM058069.1:272815863-272816618_1	252	CM058069.1	Topomyia_yanbarensis
CM058069.1:463716926-463717681_1	252	CM058069.1	Topomyia_yanbarensis
CM058070.1:1692072-1692827_1	252	CM058070.1	Topomyia_yanbarensis
CM058070.1:269973455-269974210_1	252	CM058070.1	Topomyia_yanbarensis
CM058070.1:344473135-344473890_1	252	CM058070.1	Topomyia_yanbarensis
CM058070.1:80303902-80304657_1	252	CM058070.1	Topomyia_yanbarensis
JASDBJ010000280.1:40135-40887_1	251	JASDBJ010000280.1	Topomyia_yanbarensis
JASDBJ010000435.1:26381-27133_1	251	JASDBJ010000435.1	Topomyia_yanbarensis
CM058069.1:217106136-217106886_1	193	CM058069.1	Topomyia_yanbarensis
CM058068.1:147471900-147472649_1	250	CM058068.1	Topomyia_yanbarensis
CM058069.1:226358695-226359442_1	173	CM058069.1	Topomyia_yanbarensis
CM058069.1:242187647-242188393_1	249	CM058069.1	Topomyia_yanbarensis
CM058069.1:24778033-24778779_1	23	CM058069.1	Topomyia_yanbarensis
CM058069.1:24778033-24778779_2	141	CM058069.1	Topomyia_yanbarensis
CM058069.1:286464945-286465691_1	145	CM058069.1	Topomyia_yanbarensis
CM058070.1:208688717-208689463_1	249	CM058070.1	Topomyia_yanbarensis
CM058070.1:317882706-317883451_1	91	CM058070.1	Topomyia_yanbarensis
CM058070.1:317882706-317883451_2	121	CM058070.1	Topomyia_yanbarensis
CM058068.1:77752514-77753257_1	125	CM058068.1	Topomyia_yanbarensis
CM058069.1:175207042-175207785_1	248	CM058069.1	Topomyia_yanbarensis
CM058069.1:203575782-203576525_1	248	CM058069.1	Topomyia_yanbarensis
CM058069.1:293731510-293732253_1	91	CM058069.1	Topomyia_yanbarensis
CM058069.1:293731510-293732253_2	139	CM058069.1	Topomyia_yanbarensis
CM058069.1:389834262-389835005_1	248	CM058069.1	Topomyia_yanbarensis
CM058069.1:93742338-93743081_1	248	CM058069.1	Topomyia_yanbarensis
CM058070.1:207607632-207608375_1	86	CM058070.1	Topomyia_yanbarensis
CM058070.1:207607632-207608375_2	116	CM058070.1	Topomyia_yanbarensis
CM058070.1:197562355-197563097_1	63	CM058070.1	Topomyia_yanbarensis
CM058068.1:131082308-131083048_1	141	CM058068.1	Topomyia_yanbarensis
CM058068.1:131082308-131083048_2	81	CM058068.1	Topomyia_yanbarensis
CM058068.1:132233796-132234536_1	165	CM058068.1	Topomyia_yanbarensis
CM058068.1:138794457-138795197_1	186	CM058068.1	Topomyia_yanbarensis
CM058069.1:277577392-277578132_1	247	CM058069.1	Topomyia_yanbarensis
CM058069.1:283605445-283606185_1	247	CM058069.1	Topomyia_yanbarensis
CM058069.1:374116307-374117047_1	62	CM058069.1	Topomyia_yanbarensis
CM058069.1:374116307-374117047_2	97	CM058069.1	Topomyia_yanbarensis
CM058070.1:159246886-159247626_1	247	CM058070.1	Topomyia_yanbarensis
CM058070.1:159981780-159982520_1	247	CM058070.1	Topomyia_yanbarensis
CM058070.1:237797083-237797823_1	118	CM058070.1	Topomyia_yanbarensis
CM058070.1:301556575-301557315_1	170	CM058070.1	Topomyia_yanbarensis
CM058070.1:203048089-203048827_1	197	CM058070.1	Topomyia_yanbarensis
CM058070.1:58799895-58800633_1	58	CM058070.1	Topomyia_yanbarensis
CM058070.1:58799895-58800633_2	191	CM058070.1	Topomyia_yanbarensis
CM058068.1:139371175-139371912_1	246	CM058068.1	Topomyia_yanbarensis
CM058068.1:89363348-89364085_1	246	CM058068.1	Topomyia_yanbarensis
CM058069.1:248371445-248372182_1	246	CM058069.1	Topomyia_yanbarensis
CM058070.1:197576109-197576846_1	153	CM058070.1	Topomyia_yanbarensis
CM058070.1:197576109-197576846_2	42	CM058070.1	Topomyia_yanbarensis
CM058068.1:120470940-120471674_1	136	CM058068.1	Topomyia_yanbarensis
CM058069.1:256528431-256529165_1	245	CM058069.1	Topomyia_yanbarensis
CM058069.1:456179383-456180117_1	48	CM058069.1	Topomyia_yanbarensis
CM058069.1:456179383-456180117_2	118	CM058069.1	Topomyia_yanbarensis
JASDBJ010000479.1:4419-5153_1	245	JASDBJ010000479.1	Topomyia_yanbarensis
CM058069.1:176945519-176946251_1	153	CM058069.1	Topomyia_yanbarensis
CM058069.1:176945519-176946251_2	102	CM058069.1	Topomyia_yanbarensis
CM058068.1:173752581-173753312_1	244	CM058068.1	Topomyia_yanbarensis
CM058068.1:205103215-205103946_1	189	CM058068.1	Topomyia_yanbarensis
CM058068.1:205103215-205103946_2	55	CM058068.1	Topomyia_yanbarensis
CM058068.1:99817095-99817826_1	244	CM058068.1	Topomyia_yanbarensis
CM058068.1:99822777-99823508_1	244	CM058068.1	Topomyia_yanbarensis
CM058069.1:106781661-106782392_1	244	CM058069.1	Topomyia_yanbarensis
CM058069.1:300383663-300384394_1	123	CM058069.1	Topomyia_yanbarensis
CM058069.1:300383663-300384394_2	96	CM058069.1	Topomyia_yanbarensis
