Sequence,length,Acc,Organism
JARQTL010000213.1:8101-10248|Metaviridae|Metavirus|Cladosporium_1,716,JARQTL010000213.1,Uranotaenia_lowii
JARQTL010000226.1:44910-46970|Metaviridae|Metavirus|Cladosporium_1,687,JARQTL010000226.1,Uranotaenia_lowii
JARQTL010000238.1:32463-34637|Metaviridae|Metavirus|Cladosporium_1,725,JARQTL010000238.1,Uranotaenia_lowii
JARQTL010000272.1:29573-31729|Metaviridae|Metavirus|Cladosporium_1,719,JARQTL010000272.1,Uranotaenia_lowii
JARQTL010000281.1:28144-30015|Metaviridae|Metavirus|Cladosporium_1,624,JARQTL010000281.1,Uranotaenia_lowii
JARQTL010000324.1:14019-16202|Metaviridae|Metavirus|Cladosporium_1,728,JARQTL010000324.1,Uranotaenia_lowii
JARQTL010000355.1:28223-30337|Metaviridae|Metavirus|Cladosporium_1,705,JARQTL010000355.1,Uranotaenia_lowii
JARQTL010000361.1:17213-19051|Metaviridae|Metavirus|Cladosporium_1,613,JARQTL010000361.1,Uranotaenia_lowii
JARQTL010000383.1:17603-19756|Metaviridae|Metavirus|Cladosporium_1,718,JARQTL010000383.1,Uranotaenia_lowii
JARQTL010000443.1:3112-5271|Metaviridae|Metavirus|Cladosporium_1,720,JARQTL010000443.1,Uranotaenia_lowii
JARQTL010000460.1:9364-11550|Metaviridae|Metavirus|Cladosporium_1,729,JARQTL010000460.1,Uranotaenia_lowii
JARQTL010000473.1:27231-27446|Metaviridae|Metavirus|Cladosporium_1,25,JARQTL010000473.1,Uranotaenia_lowii
JARQTL010000498.1:15991-16659|Metaviridae|Metavirus|Cladosporium_1,223,JARQTL010000498.1,Uranotaenia_lowii
JARQTL010000518.1:8294-10027|Metaviridae|Metavirus|Cladosporium_1,578,JARQTL010000518.1,Uranotaenia_lowii
JARQTL010000613.1:4-2019|Metaviridae|Metavirus|Cladosporium_1,672,JARQTL010000613.1,Uranotaenia_lowii
JARQTL010000875.1:5555-7714|Metaviridae|Metavirus|Cladosporium_1,720,JARQTL010000875.1,Uranotaenia_lowii
JARQTL010000887.1:7541-9511|Metaviridae|Metavirus|Cladosporium_1,657,JARQTL010000887.1,Uranotaenia_lowii
JARQTL010001017.1:16627-18084|Metaviridae|Metavirus|Cladosporium_1,486,JARQTL010001017.1,Uranotaenia_lowii
JARQTL010001043.1:7557-9671|Metaviridae|Metavirus|Cladosporium_1,705,JARQTL010001043.1,Uranotaenia_lowii
CM056644.1:530921-533020|Metaviridae|Metavirus|Cladosporium_1,700,CM056644.1,Wyeomyia_smithii
CM056644.1:8650391-8650753|Metaviridae|Metavirus|Cladosporium_1,31,CM056644.1,Wyeomyia_smithii
CM056644.1:11500243-11502333|Metaviridae|Metavirus|Cladosporium_1,697,CM056644.1,Wyeomyia_smithii
CM056644.1:11912714-11914582|Metaviridae|Metavirus|Cladosporium_1,623,CM056644.1,Wyeomyia_smithii
CM056644.1:12011463-12013553|Metaviridae|Metavirus|Cladosporium_1,432,CM056644.1,Wyeomyia_smithii
CM056644.1:12011463-12013553|Metaviridae|Metavirus|Cladosporium_2,195,CM056644.1,Wyeomyia_smithii
CM056644.1:14004371-14004568|Metaviridae|Metavirus|Cladosporium_1,50,CM056644.1,Wyeomyia_smithii
CM056644.1:18803954-18805348|Metaviridae|Metavirus|Cladosporium_1,387,CM056644.1,Wyeomyia_smithii
CM056644.1:29807661-29809760|Metaviridae|Metavirus|Cladosporium_1,700,CM056644.1,Wyeomyia_smithii
CM056644.1:34258503-34259570|Metaviridae|Metavirus|Cladosporium_1,356,CM056644.1,Wyeomyia_smithii
CM056644.1:35511240-35513273|Metaviridae|Metavirus|Cladosporium_1,678,CM056644.1,Wyeomyia_smithii
CM056644.1:37775102-37777255|Metaviridae|Metavirus|Cladosporium_1,718,CM056644.1,Wyeomyia_smithii
CM056644.1:39793043-39795070|Metaviridae|Metavirus|Cladosporium_1,676,CM056644.1,Wyeomyia_smithii
CM056644.1:40620416-40620574|Metaviridae|Metavirus|Cladosporium_1,53,CM056644.1,Wyeomyia_smithii
CM056644.1:46875331-46877394|Metaviridae|Metavirus|Cladosporium_1,688,CM056644.1,Wyeomyia_smithii
CM056644.1:53331036-53333135|Metaviridae|Metavirus|Cladosporium_1,700,CM056644.1,Wyeomyia_smithii
CM056644.1:56981411-56983129|Metaviridae|Metavirus|Cladosporium_1,67,CM056644.1,Wyeomyia_smithii
CM056644.1:56981411-56983129|Metaviridae|Metavirus|Cladosporium_2,321,CM056644.1,Wyeomyia_smithii
CM056644.1:56981411-56983129|Metaviridae|Metavirus|Cladosporium_3,121,CM056644.1,Wyeomyia_smithii
CM056644.1:60127166-60129370|Metaviridae|Metavirus|Cladosporium_1,735,CM056644.1,Wyeomyia_smithii
CM056644.1:62071679-62071852|Metaviridae|Metavirus|Cladosporium_1,37,CM056644.1,Wyeomyia_smithii
CM056644.1:62078494-62080635|Metaviridae|Metavirus|Cladosporium_1,415,CM056644.1,Wyeomyia_smithii
CM056644.1:62078494-62080635|Metaviridae|Metavirus|Cladosporium_2,246,CM056644.1,Wyeomyia_smithii
CM056644.1:62788844-62790943|Metaviridae|Metavirus|Cladosporium_1,700,CM056644.1,Wyeomyia_smithii
CM056644.1:63016128-63016505|Metaviridae|Metavirus|Cladosporium_1,126,CM056644.1,Wyeomyia_smithii
CM056644.1:64339916-64340350|Metaviridae|Metavirus|Cladosporium_1,145,CM056644.1,Wyeomyia_smithii
CM056644.1:64911013-64911702|Metaviridae|Metavirus|Cladosporium_1,153,CM056644.1,Wyeomyia_smithii
CM056644.1:67116532-67118622|Metaviridae|Metavirus|Cladosporium_1,697,CM056644.1,Wyeomyia_smithii
CM056644.1:67254019-67254609|Metaviridae|Metavirus|Cladosporium_1,33,CM056644.1,Wyeomyia_smithii
CM056644.1:67254019-67254609|Metaviridae|Metavirus|Cladosporium_2,149,CM056644.1,Wyeomyia_smithii
CM056644.1:67255129-67255449|Metaviridae|Metavirus|Cladosporium_1,107,CM056644.1,Wyeomyia_smithii
CM056644.1:69258845-69259015|Metaviridae|Metavirus|Cladosporium_1,57,CM056644.1,Wyeomyia_smithii
CM056644.1:69460709-69461083|Metaviridae|Metavirus|Cladosporium_1,23,CM056644.1,Wyeomyia_smithii
CM056644.1:70446048-70447490|Metaviridae|Metavirus|Cladosporium_1,199,CM056644.1,Wyeomyia_smithii
CM056644.1:70446048-70447490|Metaviridae|Metavirus|Cladosporium_2,281,CM056644.1,Wyeomyia_smithii
CM056644.1:71220743-71222785|Metaviridae|Metavirus|Cladosporium_1,194,CM056644.1,Wyeomyia_smithii
CM056644.1:71220743-71222785|Metaviridae|Metavirus|Cladosporium_2,457,CM056644.1,Wyeomyia_smithii
CM056644.1:72182900-72184990|Metaviridae|Metavirus|Cladosporium_1,697,CM056644.1,Wyeomyia_smithii
CM056644.1:74769792-74769920|Metaviridae|Metavirus|Cladosporium_1,43,CM056644.1,Wyeomyia_smithii
CM056644.1:75800120-75800743|Metaviridae|Metavirus|Cladosporium_1,208,CM056644.1,Wyeomyia_smithii
CM056644.1:78116554-78118563|Metaviridae|Metavirus|Cladosporium_1,670,CM056644.1,Wyeomyia_smithii
CM056644.1:78536130-78538148|Metaviridae|Metavirus|Cladosporium_1,647,CM056644.1,Wyeomyia_smithii
CM056644.1:79610061-79610978|Metaviridae|Metavirus|Cladosporium_1,306,CM056644.1,Wyeomyia_smithii
CM056644.1:80735968-80736534|Metaviridae|Metavirus|Cladosporium_1,189,CM056644.1,Wyeomyia_smithii
CM056644.1:82400386-82401145|Metaviridae|Metavirus|Cladosporium_1,98,CM056644.1,Wyeomyia_smithii
CM056644.1:82400386-82401145|Metaviridae|Metavirus|Cladosporium_2,104,CM056644.1,Wyeomyia_smithii
CM056644.1:82509048-82511060|Metaviridae|Metavirus|Cladosporium_1,671,CM056644.1,Wyeomyia_smithii
CM056644.1:82769283-82771271|Metaviridae|Metavirus|Cladosporium_1,663,CM056644.1,Wyeomyia_smithii
CM056644.1:82795569-82796018|Metaviridae|Metavirus|Cladosporium_1,150,CM056644.1,Wyeomyia_smithii
CM056644.1:83204299-83204988|Metaviridae|Metavirus|Cladosporium_1,230,CM056644.1,Wyeomyia_smithii
CM056644.1:84509244-84511448|Metaviridae|Metavirus|Cladosporium_1,89,CM056644.1,Wyeomyia_smithii
CM056644.1:84509244-84511448|Metaviridae|Metavirus|Cladosporium_2,644,CM056644.1,Wyeomyia_smithii
CM056644.1:84760080-84762026|Metaviridae|Metavirus|Cladosporium_1,40,CM056644.1,Wyeomyia_smithii
CM056644.1:84760080-84762026|Metaviridae|Metavirus|Cladosporium_2,566,CM056644.1,Wyeomyia_smithii
CM056644.1:85766133-85768286|Metaviridae|Metavirus|Cladosporium_1,718,CM056644.1,Wyeomyia_smithii
CM056644.1:85966427-85968376|Metaviridae|Metavirus|Cladosporium_1,584,CM056644.1,Wyeomyia_smithii
CM056644.1:86424657-86424878|Metaviridae|Metavirus|Cladosporium_1,74,CM056644.1,Wyeomyia_smithii
CM056644.1:86524944-86525111|Metaviridae|Metavirus|Cladosporium_1,56,CM056644.1,Wyeomyia_smithii
CM056644.1:87567630-87567887|Metaviridae|Metavirus|Cladosporium_1,86,CM056644.1,Wyeomyia_smithii
CM056644.1:87808686-87810680|Metaviridae|Metavirus|Cladosporium_1,421,CM056644.1,Wyeomyia_smithii
CM056644.1:87808686-87810680|Metaviridae|Metavirus|Cladosporium_2,218,CM056644.1,Wyeomyia_smithii
CM056644.1:88237424-88237576|Metaviridae|Metavirus|Cladosporium_1,36,CM056644.1,Wyeomyia_smithii
CM056644.1:88250489-88250641|Metaviridae|Metavirus|Cladosporium_1,36,CM056644.1,Wyeomyia_smithii
CM056644.1:88263552-88263692|Metaviridae|Metavirus|Cladosporium_1,46,CM056644.1,Wyeomyia_smithii
CM056644.1:88609825-88610505|Metaviridae|Metavirus|Cladosporium_1,151,CM056644.1,Wyeomyia_smithii
CM056644.1:88609825-88610505|Metaviridae|Metavirus|Cladosporium_2,36,CM056644.1,Wyeomyia_smithii
CM056644.1:88760497-88761324|Metaviridae|Metavirus|Cladosporium_1,276,CM056644.1,Wyeomyia_smithii
CM056644.1:89576411-89578483|Metaviridae|Metavirus|Cladosporium_1,691,CM056644.1,Wyeomyia_smithii
CM056644.1:89775501-89776190|Metaviridae|Metavirus|Cladosporium_1,230,CM056644.1,Wyeomyia_smithii
CM056644.1:90945890-90946591|Metaviridae|Metavirus|Cladosporium_1,234,CM056644.1,Wyeomyia_smithii
CM056644.1:91605116-91606159|Metaviridae|Metavirus|Cladosporium_1,326,CM056644.1,Wyeomyia_smithii
CM056644.1:93032301-93032762|Metaviridae|Metavirus|Cladosporium_1,126,CM056644.1,Wyeomyia_smithii
CM056644.1:93554125-93554814|Metaviridae|Metavirus|Cladosporium_1,230,CM056644.1,Wyeomyia_smithii
CM056644.1:93943199-93943942|Metaviridae|Metavirus|Cladosporium_1,248,CM056644.1,Wyeomyia_smithii
CM056644.1:94635088-94635924|Metaviridae|Metavirus|Cladosporium_1,279,CM056644.1,Wyeomyia_smithii
CM056644.1:94765460-94767129|Metaviridae|Metavirus|Cladosporium_1,155,CM056644.1,Wyeomyia_smithii
CM056644.1:94765460-94767129|Metaviridae|Metavirus|Cladosporium_2,111,CM056644.1,Wyeomyia_smithii
CM056644.1:94765460-94767129|Metaviridae|Metavirus|Cladosporium_3,203,CM056644.1,Wyeomyia_smithii
CM056644.1:94819969-94820658|Metaviridae|Metavirus|Cladosporium_1,100,CM056644.1,Wyeomyia_smithii
CM056644.1:94819969-94820658|Metaviridae|Metavirus|Cladosporium_2,95,CM056644.1,Wyeomyia_smithii
CM056644.1:94930817-94932820|Metaviridae|Metavirus|Cladosporium_1,587,CM056644.1,Wyeomyia_smithii
CM056644.1:95255270-95255767|Metaviridae|Metavirus|Cladosporium_1,166,CM056644.1,Wyeomyia_smithii
CM056644.1:95294569-95295066|Metaviridae|Metavirus|Cladosporium_1,166,CM056644.1,Wyeomyia_smithii
CM056644.1:95468671-95470305|Metaviridae|Metavirus|Cladosporium_1,171,CM056644.1,Wyeomyia_smithii
CM056644.1:95468671-95470305|Metaviridae|Metavirus|Cladosporium_2,138,CM056644.1,Wyeomyia_smithii
CM056644.1:95468671-95470305|Metaviridae|Metavirus|Cladosporium_3,153,CM056644.1,Wyeomyia_smithii
CM056644.1:95693277-95693501|Metaviridae|Metavirus|Cladosporium_1,75,CM056644.1,Wyeomyia_smithii
CM056644.1:96658797-96659075|Metaviridae|Metavirus|Cladosporium_1,93,CM056644.1,Wyeomyia_smithii
CM056644.1:96842705-96843361|Metaviridae|Metavirus|Cladosporium_1,219,CM056644.1,Wyeomyia_smithii
CM056644.1:97815492-97816697|Metaviridae|Metavirus|Cladosporium_1,402,CM056644.1,Wyeomyia_smithii
CM056644.1:97999238-98001247|Metaviridae|Metavirus|Cladosporium_1,670,CM056644.1,Wyeomyia_smithii
CM056644.1:98835100-98837241|Metaviridae|Metavirus|Cladosporium_1,286,CM056644.1,Wyeomyia_smithii
CM056644.1:98835100-98837241|Metaviridae|Metavirus|Cladosporium_2,369,CM056644.1,Wyeomyia_smithii
CM056644.1:100273766-100274392|Metaviridae|Metavirus|Cladosporium_1,126,CM056644.1,Wyeomyia_smithii
CM056644.1:100273766-100274392|Metaviridae|Metavirus|Cladosporium_2,71,CM056644.1,Wyeomyia_smithii
CM056644.1:100844566-100845255|Metaviridae|Metavirus|Cladosporium_1,230,CM056644.1,Wyeomyia_smithii
CM056644.1:100887664-100888935|Metaviridae|Metavirus|Cladosporium_1,70,CM056644.1,Wyeomyia_smithii
CM056644.1:100887664-100888935|Metaviridae|Metavirus|Cladosporium_2,100,CM056644.1,Wyeomyia_smithii
CM056644.1:100887664-100888935|Metaviridae|Metavirus|Cladosporium_3,101,CM056644.1,Wyeomyia_smithii
CM056644.1:100887664-100888935|Metaviridae|Metavirus|Cladosporium_4,95,CM056644.1,Wyeomyia_smithii
CM056644.1:100892038-100893309|Metaviridae|Metavirus|Cladosporium_1,70,CM056644.1,Wyeomyia_smithii
CM056644.1:100892038-100893309|Metaviridae|Metavirus|Cladosporium_2,242,CM056644.1,Wyeomyia_smithii
CM056644.1:101515618-101517696|Metaviridae|Metavirus|Cladosporium_1,693,CM056644.1,Wyeomyia_smithii
CM056644.1:101542734-101543318|Metaviridae|Metavirus|Cladosporium_1,168,CM056644.1,Wyeomyia_smithii
CM056644.1:102013189-102013338|Metaviridae|Metavirus|Cladosporium_1,50,CM056644.1,Wyeomyia_smithii
CM056644.1:102027090-102027239|Metaviridae|Metavirus|Cladosporium_1,50,CM056644.1,Wyeomyia_smithii
CM056644.1:103256950-103258935|Metaviridae|Metavirus|Cladosporium_1,203,CM056644.1,Wyeomyia_smithii
CM056644.1:103256950-103258935|Metaviridae|Metavirus|Cladosporium_2,430,CM056644.1,Wyeomyia_smithii
CM056644.1:105019152-105019820|Metaviridae|Metavirus|Cladosporium_1,122,CM056644.1,Wyeomyia_smithii
CM056644.1:105019152-105019820|Metaviridae|Metavirus|Cladosporium_2,70,CM056644.1,Wyeomyia_smithii
CM056644.1:105019152-105019820|Metaviridae|Metavirus|Cladosporium_3,23,CM056644.1,Wyeomyia_smithii
CM056644.1:105967542-105969512|Metaviridae|Metavirus|Cladosporium_1,27,CM056644.1,Wyeomyia_smithii
CM056644.1:105967542-105969512|Metaviridae|Metavirus|Cladosporium_2,277,CM056644.1,Wyeomyia_smithii
CM056644.1:105967542-105969512|Metaviridae|Metavirus|Cladosporium_3,335,CM056644.1,Wyeomyia_smithii
CM056644.1:106271843-106273957|Metaviridae|Metavirus|Cladosporium_1,705,CM056644.1,Wyeomyia_smithii
CM056644.1:106470903-106471589|Metaviridae|Metavirus|Cladosporium_1,229,CM056644.1,Wyeomyia_smithii
CM056644.1:109100945-109101565|Metaviridae|Metavirus|Cladosporium_1,44,CM056644.1,Wyeomyia_smithii
CM056644.1:109100945-109101565|Metaviridae|Metavirus|Cladosporium_2,145,CM056644.1,Wyeomyia_smithii
CM056644.1:110127357-110129726|Metaviridae|Metavirus|Cladosporium_1,790,CM056644.1,Wyeomyia_smithii
CM056644.1:110330642-110332302|Metaviridae|Metavirus|Cladosporium_1,116,CM056644.1,Wyeomyia_smithii
CM056644.1:110330642-110332302|Metaviridae|Metavirus|Cladosporium_2,438,CM056644.1,Wyeomyia_smithii
CM056644.1:111487033-111489237|Metaviridae|Metavirus|Cladosporium_1,357,CM056644.1,Wyeomyia_smithii
CM056644.1:111487033-111489237|Metaviridae|Metavirus|Cladosporium_2,374,CM056644.1,Wyeomyia_smithii
CM056644.1:111765691-111765861|Metaviridae|Metavirus|Cladosporium_1,56,CM056644.1,Wyeomyia_smithii
CM056644.1:112156047-112157927|Metaviridae|Metavirus|Cladosporium_1,561,CM056644.1,Wyeomyia_smithii
CM056644.1:112156047-112157927|Metaviridae|Metavirus|Cladosporium_2,50,CM056644.1,Wyeomyia_smithii
CM056644.1:112214143-112216293|Metaviridae|Metavirus|Cladosporium_1,717,CM056644.1,Wyeomyia_smithii
CM056644.1:112459337-112460119|Metaviridae|Metavirus|Cladosporium_1,178,CM056644.1,Wyeomyia_smithii
CM056644.1:112461274-112461612|Metaviridae|Metavirus|Cladosporium_1,113,CM056644.1,Wyeomyia_smithii
CM056644.1:112699958-112700644|Metaviridae|Metavirus|Cladosporium_1,229,CM056644.1,Wyeomyia_smithii
CM056644.1:113695138-113695692|Metaviridae|Metavirus|Cladosporium_1,185,CM056644.1,Wyeomyia_smithii
CM056644.1:113790470-113791192|Metaviridae|Metavirus|Cladosporium_1,152,CM056644.1,Wyeomyia_smithii
CM056644.1:113790470-113791192|Metaviridae|Metavirus|Cladosporium_2,69,CM056644.1,Wyeomyia_smithii
CM056644.1:113831740-113832333|Metaviridae|Metavirus|Cladosporium_1,198,CM056644.1,Wyeomyia_smithii
CM056644.1:114695226-114697379|Metaviridae|Metavirus|Cladosporium_1,718,CM056644.1,Wyeomyia_smithii
CM056644.1:115387528-115389297|Metaviridae|Metavirus|Cladosporium_1,590,CM056644.1,Wyeomyia_smithii
CM056644.1:115526593-115528770|Metaviridae|Metavirus|Cladosporium_1,726,CM056644.1,Wyeomyia_smithii
CM056644.1:115653318-115655372|Metaviridae|Metavirus|Cladosporium_1,685,CM056644.1,Wyeomyia_smithii
CM056644.1:116825636-116825896|Metaviridae|Metavirus|Cladosporium_1,87,CM056644.1,Wyeomyia_smithii
CM056644.1:116890895-116892151|Metaviridae|Metavirus|Cladosporium_1,419,CM056644.1,Wyeomyia_smithii
CM056644.1:117265697-117266149|Metaviridae|Metavirus|Cladosporium_1,47,CM056644.1,Wyeomyia_smithii
CM056644.1:117635743-117636552|Metaviridae|Metavirus|Cladosporium_1,244,CM056644.1,Wyeomyia_smithii
CM056644.1:117852312-117852881|Metaviridae|Metavirus|Cladosporium_1,190,CM056644.1,Wyeomyia_smithii
CM056644.1:117991526-117991966|Metaviridae|Metavirus|Cladosporium_1,147,CM056644.1,Wyeomyia_smithii
CM056644.1:117991999-117992229|Metaviridae|Metavirus|Cladosporium_1,77,CM056644.1,Wyeomyia_smithii
CM056644.1:118001049-118001435|Metaviridae|Metavirus|Cladosporium_1,129,CM056644.1,Wyeomyia_smithii
CM056644.1:118011022-118011462|Metaviridae|Metavirus|Cladosporium_1,147,CM056644.1,Wyeomyia_smithii
CM056644.1:118011495-118011725|Metaviridae|Metavirus|Cladosporium_1,77,CM056644.1,Wyeomyia_smithii
CM056644.1:118147526-118149616|Metaviridae|Metavirus|Cladosporium_1,91,CM056644.1,Wyeomyia_smithii
CM056644.1:118147526-118149616|Metaviridae|Metavirus|Cladosporium_2,581,CM056644.1,Wyeomyia_smithii
CM056644.1:118502587-118504794|Metaviridae|Metavirus|Cladosporium_1,736,CM056644.1,Wyeomyia_smithii
CM056644.1:119227650-119228945|Metaviridae|Metavirus|Cladosporium_1,432,CM056644.1,Wyeomyia_smithii
CM056644.1:119535276-119535485|Metaviridae|Metavirus|Cladosporium_1,70,CM056644.1,Wyeomyia_smithii
CM056644.1:119783156-119784496|Metaviridae|Metavirus|Cladosporium_1,245,CM056644.1,Wyeomyia_smithii
CM056644.1:119783156-119784496|Metaviridae|Metavirus|Cladosporium_2,179,CM056644.1,Wyeomyia_smithii
CM056644.1:119905158-119906573|Metaviridae|Metavirus|Cladosporium_1,214,CM056644.1,Wyeomyia_smithii
CM056644.1:119905158-119906573|Metaviridae|Metavirus|Cladosporium_2,234,CM056644.1,Wyeomyia_smithii
CM056644.1:121477421-121477735|Metaviridae|Metavirus|Cladosporium_1,88,CM056644.1,Wyeomyia_smithii
CM056644.1:125178691-125179410|Metaviridae|Metavirus|Cladosporium_1,67,CM056644.1,Wyeomyia_smithii
CM056644.1:125178691-125179410|Metaviridae|Metavirus|Cladosporium_2,78,CM056644.1,Wyeomyia_smithii
CM056644.1:125236544-125237233|Metaviridae|Metavirus|Cladosporium_1,230,CM056644.1,Wyeomyia_smithii
CM056644.1:126504898-126505587|Metaviridae|Metavirus|Cladosporium_1,230,CM056644.1,Wyeomyia_smithii
CM056644.1:126745395-126745547|Metaviridae|Metavirus|Cladosporium_1,51,CM056644.1,Wyeomyia_smithii
CM056644.1:128316134-128316832|Metaviridae|Metavirus|Cladosporium_1,233,CM056644.1,Wyeomyia_smithii
CM056644.1:128362600-128364738|Metaviridae|Metavirus|Cladosporium_1,300,CM056644.1,Wyeomyia_smithii
CM056644.1:128362600-128364738|Metaviridae|Metavirus|Cladosporium_2,316,CM056644.1,Wyeomyia_smithii
CM056644.1:132776497-132778572|Metaviridae|Metavirus|Cladosporium_1,581,CM056644.1,Wyeomyia_smithii
CM056644.1:133448397-133449089|Metaviridae|Metavirus|Cladosporium_1,231,CM056644.1,Wyeomyia_smithii
CM056644.1:135303880-135304224|Metaviridae|Metavirus|Cladosporium_1,115,CM056644.1,Wyeomyia_smithii
CM056644.1:136001399-136003516|Metaviridae|Metavirus|Cladosporium_1,706,CM056644.1,Wyeomyia_smithii
CM056644.1:136875694-136877580|Metaviridae|Metavirus|Cladosporium_1,197,CM056644.1,Wyeomyia_smithii
CM056644.1:136875694-136877580|Metaviridae|Metavirus|Cladosporium_2,398,CM056644.1,Wyeomyia_smithii
CM056644.1:138379592-138381667|Metaviridae|Metavirus|Cladosporium_1,692,CM056644.1,Wyeomyia_smithii
CM056644.1:138898639-138900672|Metaviridae|Metavirus|Cladosporium_1,678,CM056644.1,Wyeomyia_smithii
CM056644.1:139889007-139889669|Metaviridae|Metavirus|Cladosporium_1,221,CM056644.1,Wyeomyia_smithii
CM056644.1:139901750-139902412|Metaviridae|Metavirus|Cladosporium_1,221,CM056644.1,Wyeomyia_smithii
CM056644.1:140026653-140028539|Metaviridae|Metavirus|Cladosporium_1,629,CM056644.1,Wyeomyia_smithii
CM056644.1:143756185-143756499|Metaviridae|Metavirus|Cladosporium_1,105,CM056644.1,Wyeomyia_smithii
CM056644.1:143847819-143849702|Metaviridae|Metavirus|Cladosporium_1,118,CM056644.1,Wyeomyia_smithii
CM056644.1:143847819-143849702|Metaviridae|Metavirus|Cladosporium_2,496,CM056644.1,Wyeomyia_smithii
CM056644.1:146211659-146213758|Metaviridae|Metavirus|Cladosporium_1,700,CM056644.1,Wyeomyia_smithii
CM056644.1:148159492-148161564|Metaviridae|Metavirus|Cladosporium_1,322,CM056644.1,Wyeomyia_smithii
CM056644.1:148159492-148161564|Metaviridae|Metavirus|Cladosporium_2,298,CM056644.1,Wyeomyia_smithii
CM056644.1:148225567-148227714|Metaviridae|Metavirus|Cladosporium_1,469,CM056644.1,Wyeomyia_smithii
CM056644.1:148225567-148227714|Metaviridae|Metavirus|Cladosporium_2,165,CM056644.1,Wyeomyia_smithii
CM056644.1:150786041-150788074|Metaviridae|Metavirus|Cladosporium_1,678,CM056644.1,Wyeomyia_smithii
CM056644.1:154544406-154546454|Metaviridae|Metavirus|Cladosporium_1,683,CM056644.1,Wyeomyia_smithii
CM056644.1:155290779-155292857|Metaviridae|Metavirus|Cladosporium_1,693,CM056644.1,Wyeomyia_smithii
CM056644.1:158072060-158074210|Metaviridae|Metavirus|Cladosporium_1,717,CM056644.1,Wyeomyia_smithii
CM056644.1:162640849-162641538|Metaviridae|Metavirus|Cladosporium_1,230,CM056644.1,Wyeomyia_smithii
CM056644.1:165539039-165539287|Metaviridae|Metavirus|Cladosporium_1,83,CM056644.1,Wyeomyia_smithii
CM056644.1:169371410-169373485|Metaviridae|Metavirus|Cladosporium_1,692,CM056644.1,Wyeomyia_smithii
CM056644.1:169679000-169679692|Metaviridae|Metavirus|Cladosporium_1,231,CM056644.1,Wyeomyia_smithii
CM056644.1:177125579-177126034|Metaviridae|Metavirus|Cladosporium_1,92,CM056644.1,Wyeomyia_smithii
CM056644.1:178995539-178997626|Metaviridae|Metavirus|Cladosporium_1,131,CM056644.1,Wyeomyia_smithii
CM056644.1:178995539-178997626|Metaviridae|Metavirus|Cladosporium_2,564,CM056644.1,Wyeomyia_smithii
CM056644.1:192025302-192025547|Metaviridae|Metavirus|Cladosporium_1,82,CM056644.1,Wyeomyia_smithii
CM056644.1:196135984-196138038|Metaviridae|Metavirus|Cladosporium_1,685,CM056644.1,Wyeomyia_smithii
CM056644.1:204078647-204079147|Metaviridae|Metavirus|Cladosporium_1,167,CM056644.1,Wyeomyia_smithii
CM056644.1:206041712-206043763|Metaviridae|Metavirus|Cladosporium_1,684,CM056644.1,Wyeomyia_smithii
CM056644.1:206832494-206834443|Metaviridae|Metavirus|Cladosporium_1,306,CM056644.1,Wyeomyia_smithii
CM056644.1:206832494-206834443|Metaviridae|Metavirus|Cladosporium_2,327,CM056644.1,Wyeomyia_smithii
CM056645.1:308010-308192|Metaviridae|Metavirus|Cladosporium_1,61,CM056645.1,Wyeomyia_smithii
CM056645.1:2719773-2721713|Metaviridae|Metavirus|Cladosporium_1,137,CM056645.1,Wyeomyia_smithii
CM056645.1:2719773-2721713|Metaviridae|Metavirus|Cladosporium_2,454,CM056645.1,Wyeomyia_smithii
CM056645.1:5568442-5568771|Metaviridae|Metavirus|Cladosporium_1,79,CM056645.1,Wyeomyia_smithii
CM056645.1:22318229-22318459|Metaviridae|Metavirus|Cladosporium_1,77,CM056645.1,Wyeomyia_smithii
CM056645.1:25291381-25293501|Metaviridae|Metavirus|Cladosporium_1,185,CM056645.1,Wyeomyia_smithii
CM056645.1:25291381-25293501|Metaviridae|Metavirus|Cladosporium_2,501,CM056645.1,Wyeomyia_smithii
CM056645.1:25301842-25304043|Metaviridae|Metavirus|Cladosporium_1,734,CM056645.1,Wyeomyia_smithii
CM056645.1:27436831-27438837|Metaviridae|Metavirus|Cladosporium_1,669,CM056645.1,Wyeomyia_smithii
CM056645.1:28460245-28460934|Metaviridae|Metavirus|Cladosporium_1,230,CM056645.1,Wyeomyia_smithii
CM056645.1:42970322-42972487|Metaviridae|Metavirus|Cladosporium_1,722,CM056645.1,Wyeomyia_smithii
CM056645.1:43991296-43991523|Metaviridae|Metavirus|Cladosporium_1,76,CM056645.1,Wyeomyia_smithii
CM056645.1:44879815-44880009|Metaviridae|Metavirus|Cladosporium_1,65,CM056645.1,Wyeomyia_smithii
CM056645.1:53212119-53214218|Metaviridae|Metavirus|Cladosporium_1,561,CM056645.1,Wyeomyia_smithii
CM056645.1:53212119-53214218|Metaviridae|Metavirus|Cladosporium_2,121,CM056645.1,Wyeomyia_smithii
CM056645.1:66482469-66484403|Metaviridae|Metavirus|Cladosporium_1,334,CM056645.1,Wyeomyia_smithii
CM056645.1:66482469-66484403|Metaviridae|Metavirus|Cladosporium_2,147,CM056645.1,Wyeomyia_smithii
CM056645.1:66482469-66484403|Metaviridae|Metavirus|Cladosporium_3,158,CM056645.1,Wyeomyia_smithii
